6817298,6057025
9627265,6057025
7767838,7475054
23607485,7475054
6231828,7892588
7611913,7892588
8188227,7892588
8971748,7892588
5912684,8429176
6380494,8429176
6848702,8429176
7317160,8429176
7785250,8429176
8253825,8429176
8721840,8429176
8722371,8429176
9190269,8429176
10127024,8429176
162941,13161765
162959,13161765
13284510,13637567
13284853,13637567
13284880,13637567
13284900,13637567
11824570,14951652
11824573,14951652
11824578,14951652
11824581,14951652
11824588,14951652
11824591,14951652
11824596,14951652
11824600,14951652
11824604,14951652
11824613,14951652
11824618,14951652
11824625,14951652
14369031,15394273
14369162,15394273
16030549,21157270
19255375,21157270
20447339,21734328
20447381,21734328
1174001,1858389
2118148,1858389
12243795,12213333
12243808,12213333
12080429,12308235
12322470,12308235
13105163,13402537
13105165,13402537
13352587,13734222
13353639,13734222
13353977,13734222
13354006,13734222
13354011,13734222
13392461,13797675
13392487,13797675
13525270,13996902
13525288,13996902
13526590,13996902
13526906,13996902
13527133,13996902
13527173,13996902
13527203,13996902
13529964,13996902
13530115,13996902
13532315,13996902
13532331,13996902
14345674,15350327
14354099,15350327
9702936,15536729
9720693,15536729
11302179,17233575
15972334,17233575
15607777,16858213
15607806,16858213
11393435,17230461
15969201,17230461
6794100,17924021
8146366,17924021
9138882,17924021
9551319,17924021
3654494,4370397
4645096,4370397
6143274,5852769
8110383,5852769
9420523,5852769
9439286,5852769
6311559,8356783
8653039,8356783
8192618,8832273
8660732,8832273
9128983,8832273
12530574,13035049
12532977,13035049
13016128,13277867
13016180,13277867
14850757,16039176
14851370,16039176
1229660,18141117
7537329,18141117
8465104,18141117
19421075,20850160
19421080,20850160
2929565,3135178
3402083,3135178
7398475,7576361
7668578,7576361
7866669,7576361
8025074,8200194
8493352,8200194
9430027,8200194
10366720,8200194
12256626,12231998
12257434,12231998
12512976,12562439
12513071,12562439
12751410,12878990
12751420,12878990
13123845,13427771
13126451,13427771
13126579,13427771
13126636,13427771
13126673,13427771
13127211,13427771
13127397,13427771
13127808,13427771
13414992,13840120
13415256,13840120
14413081,15490864
14413135,15490864
16934517,18562881
16934534,18562881
326464,104084
357634,104084
7713101,7417709
9586755,7417709
7117402,9632068
7585450,9632068
9458879,9632068
9927169,9632068
7491084,10879551
10302008,10879551
11158107,10879551
12141255,12116654
12141327,12116654
12366412,12364934
12366480,12364934
12590626,12657955
12590643,12657955
13190606,13675914
13190700,13675914
13661112,14213565
13661134,14213565
11436316,16227433
