7429789,7140224
7807400,7140224
7731326,8379923
8675198,8379923
9142074,8379923
14191595,8379923
6269792,8500453
6270194,8500453
6315083,8500453
6728146,8500453
6735246,8500453
7242808,8500453
8752322,8500453
8792212,8500453
9576137,8500453
9827821,8500453
10061678,8500453
6789692,9302782
9599760,9302782
6000477,9449203
6931745,9449203
7400090,9449203
7868283,9449203
7868297,9449203
7873243,9449203
8336735,9449203
8336748,9449203
8341721,9449203
9273134,9449203
9741708,9449203
12171675,12118894
12171691,12118894
12491548,12528300
12496949,12528300
12854975,13030309
12854978,13030309
12510658,13086590
12511139,13086590
13561306,14050234
13561438,14050234
11374693,15750323
14581402,15750323
12927676,16895586
15646089,16895586
8379308,18125759
8841175,18125759
8219359,7925305
14940639,7925305
14940646,7925305
6397032,14895820
6865184,14895820
7332414,14895820
7333614,14895820
7801741,14895820
8738262,14895820
9206847,14895820
9675204,14895820
10143520,14895820
11407029,20420673
18876236,20420673
7245258,6950439
10055133,6950439
10218972,9926306
14888269,9926306
12126497,12056838
12126517,12056838
12155092,12097641
12155114,12097641
12236328,12205123
13146113,12205123
13146136,12205123
13146156,12205123
12919090,13196201
12919306,13196201
12919480,13196201
13304522,13668578
13304523,13668578
13450694,13881858
13450699,13881858
13552204,14036719
13552206,14036719
6123632,14732679
7528112,14732679
10338127,14732679
17050052,18670276
17050108,18670276
8505586,18642514
8537596,18642514
8548860,18642514
1269614,18786315
3139719,18786315
4168973,18786315
19070216,20571088
19070257,20571088
19345523,20799076
19351482,20799076
19351494,20799076
19351509,20799076
8139120,21983429
20971784,21983429
1276500,4310428
2220736,4310428
4584848,4310428
6319002,6025275
9597262,6025275
6365427,6074130
6394696,6074130
6448485,6159255
8789630,6159255
6366519,6543089
6834718,6543089
21342000,6543089
21342009,6543089
21342015,6543089
7746595,7452735
10088596,7452735
5904138,7952361
7308634,7952361
7776676,7952361
8245344,7952361
9181795,7952361
9153099,8857626
10099531,8857626
10115132,8857626
7864904,9913682
9738319,9913682
10206532,9913682
11847571,11717782
11847589,11717782
12167506,12113547
12167515,12113547
12428862,12671206
12490117,12671206
13053382,13339526
13055626,13339526
13055868,13339526
13055930,13339526
13056487,13339526
13056536,13339526
13056568,13339526
13057110,13339526
13057344,13339526
11145276,16805560
15547957,16805560
18778063,20349731
18778123,20349731
18778209,20349731
12374576,20399436
18908342,20399436
1504433,21560898
4526769,21560898
6326944,21560898
6814614,21560898
9136262,21560898
20232652,21560898
20233553,21560898
6116090,21754309
11173029,21754309
7318403,7026780
7817575,7026780
8257866,7026780
7307666,8886639
9180826,8886639
7291554,9337851
7759556,9337851
9164679,9337851
9633109,9337851
10101474,9337851
11847629,11717915
11847698,11717915
12034277,11943231
12034402,11943231
12193916,12148820
12193977,12148820
12298973,12281852
12299211,12281852
12391037,12396474
12391079,12396474
11145276,13804474
15044471,13804474
11341378,16917734
15668103,16917734
886114,17520422
907450,17520422
3248407,17520422
4176462,17520422
4193856,17520422
8251497,8426251
8719545,8426251
5939462,9385500
6401081,9385500
6404261,9385500
6875663,9385500
7340567,9385500
7347458,9385500
7808793,9385500
7808796,9385500
8277462,9385500
8280680,9385500
8284179,9385500
8742309,9385500
8745485,9385500
8748611,9385500
9213813,9385500
9679223,9385500
9689219,9385500
12043325,11955884
12043326,11955884
12845963,13016019
12846060,13016019
13042166,13319724
13042168,13319724
13123449,13427108
13123477,13427108
12521692,13429193
12521700,13429193
13053807,13668691
13053880,13668691
13421999,13843633
13422029,13843633
13422080,13843633
13561150,14049980
13561737,14049980
13561738,14049980
1224721,8172869
2168775,8172869
6591753,8172869
8464896,8172869
6910553,9427826
9720671,9427826
7312119,9841136
10135434,9841136
12208240,12169073
12208286,12169073
12212805,12176642
12212874,12176642
12355543,12353160
12358152,12353160
12410771,12425395
12410777,12425395
12452998,12477007
12453852,12477007
12517805,12567567
12517939,12567567
12651406,12742328
12651421,12742328
12651441,12742328
12651449,12742328
12651627,12742328
12752811,12881447
12752843,12881447
13093707,13390594
13093710,13390594
13181627,13502619
13181986,13502619
13216827,13545135
13216835,13545135
13326299,13744938
13326574,13744938
13326848,13744938
13327384,13744938
13702204,14304185
13702210,14304185
13861921,14695427
13863059,14695427
13863142,14695427
13863181,14695427
14411863,15482331
14411994,15482331
14412044,15482331
16439629,17673431
16439670,17673431
845249,589471
2245819,589471
